LIB_ID,SGD_DB_ID,SYS_ID,GENE_SYM,NAME,PHENOTYPE,DESCRIPTION
ERG24,S000005224,YNL280C,ERG24,ERGosterol biosynthesis,"Essential gene under aerobic condition, non-essential gene under anaerobic conditions; mutants are sensitive to multiple chemicals, including 6-azauracil, mycophenolic acid, fenpropimorph, Calcofluor White, hygromycin B, cisplatin, cycloheximide, doxorubicin, rapamycin, miconazole, ethanol, and show decreased respiratory growth
","C-14 sterol reductase; acts in ergosterol biosynthesis; mutants accumulate the abnormal sterol ignosterol (ergosta-8,14 dienol), and are viable under anaerobic growth conditions but inviable on rich medium under aerobic conditions"
ERG25,S000003292,YGR060W,ERG25,ERGosterol biosynthesis,"Essential gene under standard conditions; null mutant can grow when supplied with ergosterol, and accumulates C-4,4-dimethylsterol; repression causes vacuolar fragmentation; in large-scale studies, repression causes abnormal mitochondrial morphology; mutant displays decreased competitive fitness; heterozygous null mutant diploid displays chromosome instability and sensitivity to azalomycin B
","C-4 methyl sterol oxidase; catalyzes the first of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants accumulate the sterol intermediate 4,4-dimethylzymosterol; human MSMO1 functionally complements the growth defect caused by repression of ERG25 expression"
ERG26,S000002969,YGL001C,ERG26,ERGosterol biosynthesis,"Essential gene; in large-scale studies, repression confers S phase cell cycle delay, increased spontaneous DNA damage, and abnormal mitochondrial morphology; heterozygous null mutant is sensitive to ascomycin
","C-3 sterol dehydrogenase; catalyzes the second of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; human homolog NSDHL implicated in CK syndrome, and can complement yeast null mutant; molecular target of natural product and antifungal compound FR171456"
ERG27,S000004090,YLR100W,ERG27,ERGosterol biosynthesis,"Essential gene under standard conditions; null mutant can grow when supplied with ergosterol; repression causes abnormal mitochondrial morphology and sensitivity to hydroxyurea; conditional mutation confers resistance to K28 killer toxin
",3-keto sterol reductase; catalyzes the last of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants are sterol auxotrophs; mutation is functionally complemented by human HSD17B7
ERG29,S000004741,YMR134W,ERG29,ERGosterol biosynthesis,"Essential gene; conditional (ts) mutations lead to reduced ergosterol levels, increased sensitivity to oxidative stress and decreased respiratory growth
","Protein of unknown function involved in ergosterol biosynthesis; conditional mutants produce less ergosterol, display impaired oxygen consumption, respiratory growth, mitochondrial iron utilization, and are more sensitive to oxidative stress; mutant bm-8 has a growth defect on iron-limited medium that is complemented by overexpression of Yfh1p; protein localizes to the cytoplasm, ER and nuclear envelope; highly conserved in ascomycetes"
ERG3,S000004046,YLR056W,ERG3,ERGosterol biosynthesis,"Non-essential gene; null mutant fails to synthesize ergosterol and cannot grow on nonfermentable carbon sources; null mutant exhibits increased resistance to azole antifungal drugs and decreased resistance to various other drugs; null mutant has reduced competitive fitness in a large-scale study
","C-5 sterol desaturase; glycoprotein that catalyzes the introduction of a C-5(6) double bond into episterol, a precursor in ergosterol biosynthesis; transcriptionally down-regulated when ergosterol is in excess; mutants are viable, but cannot grow on non-fermentable carbon sources; substrate of HRD ubiquitin ligase; mutation is functionally complemented by human SC5D"
ERG7,S000001114,YHR072W,ERG7,ERGosterol biosynthesis,"Essential gene; mutants require ergosterol, accumulate squalene and 2,3-epoxysqualene, and display abnormal lipid particle morphology; in large-scale studies, repressible mutant exhibits an Opi- phenotype (overproduction and excretion of inositol in the absence of inositol and choline) and displays abnormal mitochondrial morphology
","Lanosterol synthase; an essential enzyme that catalyzes the cyclization of squalene 2,3-epoxide, a step in ergosterol biosynthesis; human LSS functionally complements the lethality of the erg7 null mutation"
ERG8,S000004833,YMR220W,ERG8,ERGosterol biosynthesis,"Essential gene; null mutation leads to ergosterol auxotrophy and increased heat sensitivity; repression causes abnormal mitochondrial morphology and sensitivity to hydroxyurea; reduction of function results in increased sensitivity to MMS
","Phosphomevalonate kinase; an essential cytosolic enzyme that acts in the biosynthesis of isoprenoids and sterols, including ergosterol, from mevalonate"
ERG9,S000001233,YHR190W,ERG9,ERGosterol biosynthesis,"Essential gene; conditional mutations lead to ergosterol auxotrophy, increased accumulation of farnesol and decreased accumulation of squalene
",Farnesyl-diphosphate farnesyl transferase (squalene synthase); joins two farnesyl pyrophosphate moieties to form squalene in the sterol biosynthesis pathway
ERO1,S000004599,YML130C,ERO1,ER Oxidation or Endoplasmic Reticulum Oxidoreductin,"Essential gene; conditional mutation causes increased chromosome instability; overexpression leads to slow growth; in diploid Sigma1278b strain overexpression increases invasive pseudohyphal growth
",Thiol oxidase required for oxidative protein folding in the ER; essential for maintaining ER redox balance; feedback regulated via reduction and oxidation of regulatory bonds; reduced Pdi1p activates Ero1p by direct reduction of Ero1p regulatory bonds; depletion of thiol substrates and accumulation of oxidized Pdi1p results in inactivation of Ero1p by both Pdi1p-mediated oxidation and autonomous oxidation of Ero1p regulatory bonds; ero1-1 mutation complemented by human ERO1L
ERV1,S000003261,YGR029W,ERV1,Essential for Respiration and Viability,"Essential gene; conditional mutations disrupt mitochondrial protein import and prevent respiratory growth; null mutant is viable but slow growing under anaerobic growth conditions
","Flavin-linked sulfhydryl oxidase of the mitochondrial IMS; N-terminus is an intrinsically disordered domain that in the cytosol helps target Erv1p to mitochondria, and in the intermembrane space oxidizes Mia40p as part of a disulfide relay system that promotes intermembrane space retention of imported proteins; functional ortholog of human GFER (ALR); human GFER carrying N-terminal 21 amino acids of Erv1p functionally complements the lethality of the erv1 null mutation"
ESA1,S000005770,YOR244W,ESA1,,"Essential gene; conditional mutants exhibit heat sensitivity; in a large-scale study, depletion confers an Opi- phenotype, overproduction and excretion of inositol in the absence of inositol and choline
","Catalytic subunit of the histone acetyltransferase complex (NuA4); acetylates four conserved internal lysines of histone H4 N-terminal tail and can acetylate histone H2A; master regulator of cellular acetylation balance; required for cell cycle progression and transcriptional silencing at the rDNA locus and regulation of autophagy; human ortholog TIP60/KAT5 is implicated in cancer and other diseases, functionally complements lethality of the esa1 null mutation"
ESF1,S000002773,YDR365C,ESF1,Eighteen S rRNA Factor,,Nucleolar protein involved in pre-rRNA processing; depletion causes severely decreased 18S rRNA levels
ESF2,S000005337,YNR054C,ESF2,Eighteen S rRNA Factor 2,,Essential nucleolar protein involved in pre-18S rRNA processing; binds to RNA and stimulates ATPase activity of Dbp8; involved in assembly of the small subunit (SSU) processome
ESP1,S000003330,YGR098C,ESP1,Extra Spindle Pole bodies,,"Separase/separin, a caspase-like cysteine protease; cleaves Mcd1p/Scc1p, a mitotic cohesin complex subunit, resulting in the dissociation of cohesin from chromatin and sister chromatid separation; cleaves meiotic-cohesin subunit Rec8p along chromosome arms in meiosis I and at centromeric sites during meiosis II; inhibits PP2A-Cdc55p to promote mitotic exit; inhibited by Pds1p (securin); relative distribution to the nucleus increases upon DNA replication stress"
ESS1,S000003778,YJR017C,ESS1,ESSential,"Essential gene; depletion leads to cell cycle arrest at M phase; conditional mutations cause reduced histone H3 methylation, sensitivity to 4-NQO, MMS, cyclosporin A and UV; overexpression causes slow growth
","Peptidylprolyl-cis/trans-isomerase (PPIase); specific for phosphorylated S/T residues N-terminal to proline; regulates phosphorylation of RNAPII large subunit (Rpo21p) C-terminal domain (CTD) at Ser7; associates with phospho-Ser5 form of RNAPII in vivo; present along entire coding length of genes; represses initiation of CUTs; required for efficient termination of mRNA transcription, trimethylation of histone H3; human ortholog PIN1 can complement yeast null and ts mutants"
ETR1,S000000230,YBR026C,ETR1,2-Enoyl Thioester Reductase,,"2-enoyl thioester reductase; member of the medium chain dehydrogenase/reductase family; localized to mitochondria, where it has a probable role in fatty acid synthesis; human MECR functionally complements the respiratory growth defect of the null mutant"
EUG1,S000002926,YDR518W,EUG1,ER protein Unnecessary for Growth,,"Protein disulfide isomerase of the endoplasmic reticulum lumen; EUG1 has a paralog, PDI1, that arose from the whole genome duplication; function overlaps with that of Pdi1p; may interact with nascent polypeptides in the ER"
EXO5,S000000367,YBR163W,EXO5,EXOnuclease V,,Mitochondrial 5'-3' exonuclease and sliding exonuclease; required for mitochondrial genome maintenance; distantly related to the RecB nuclease domain of bacterial RecBCD recombinases; may be regulated by the transcription factor Ace2
EXO70,S000003621,YJL085W,EXO70,EXOcyst,,"Subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis prior to SNARE-mediated fusion; PtdIns[4,5]P2-binding protein that localizes to exocytic sites in an actin-independent manner, targeting and anchoring the exocyst with Sec3p; involved in exocyst assembly; direct downstream effector of Rho3p and Cdc42p; relocalizes from bud neck to cytoplasm upon DNA replication stress"
